nballs,dtheta,arm,howard_gain,howard_L,n_seeds,timesteps_median,mean_reward_median,mean_reward_min,mean_reward_max,recovery_median_pct,recovery_min_pct,recovery_max_pct,rho_median,noop_frac_median,cycle_lengths
3,pi20,factored,0.8013941717682974,48,10,1000000.0,0.7293027443946983,-0.094870168502057,0.7837514548308266,91.00424860658427,-11.838140561057921,97.79849697452357,36.839463290211015,0.0,"[20, 21, 22, 23, 24, 25]"
3,pi20,monolithic,0.8013941717682974,48,10,1000000.0,0.7528492556621548,0.7226567025462594,0.7714150852690849,93.94244208202475,90.17493862623161,96.25913345076331,36.20981614287352,,"[19, 20, 21, 22, 23]"
3,pi30,factored,0.5394214790584808,35,10,1000000.0,0.44712801550173,0.3219417937993439,0.5095766400072943,82.89028762483798,59.68279097103601,94.46725052489967,36.91681439663503,0.0,"[26, 28, 29, 30, 31, 32, 33, 45]"
3,pi30,monolithic,0.5394214790584808,35,10,1000000.0,0.4798092012513452,0.3989612223847216,0.5120769653056412,88.94884981013652,73.96094480351024,94.9307703133054,36.60184568609898,,"[24, 26, 28, 30, 31, 32]"
4,pi20,factored,1.239866508687157,21,10,1000000.0,1.1069758676843986,1.0322275654381514,1.19365780588885,89.28185896855373,83.25312105826087,96.27309049203728,42.23856304745874,0.0,"[16, 17, 18, 19, 21]"
4,pi20,monolithic,1.239866508687157,21,10,1000000.0,1.1703410152100986,1.0861837687809188,1.188510520121323,94.39250169353505,87.60489626669839,95.8579421086055,43.04298200261475,,"[18, 19, 20, 38]"
4,pi30,factored,0.8313385063254675,33,10,1000000.0,0.66335163972594,0.5214274400800052,0.7713976930803074,79.79320513589192,62.72143490438386,92.78984279098299,42.089821792956265,0.0,"[19, 22, 24, 25, 26, 27, 29]"
4,pi30,monolithic,0.8313385063254675,33,10,1000000.0,0.7476240265078569,0.7175002625180877,0.7862677508913206,89.93015730888851,86.3066316619271,94.57853147770571,42.383827473721816,,"[26, 27, 28, 31, 56]"
